Variety,Archived_2D_Row_cm,Frozen_2D_Row_cm,Archived_2D_Plant_cm,Frozen_2D_Plant_cm,Archived_50cm_Plant_cm,Frozen_50cm_Plant_cm,Archived_R2,Frozen_R2
DN251,22.87878787878788,22.87878787878788,23.95959595959596,23.959595959595962,23.619365609348915,23.619365609348915,0.99481815295538,0.9946381788285028
DN252,27.727272727272727,27.727272727272727,25.01010101010101,25.01010101010101,24.92153589315526,24.92153589315526,0.9987780507617215,0.998776836906485
DN253,24.696969696969692,24.696969696969695,25.272727272727277,25.272727272727273,25.312186978297163,25.312186978297163,0.9983148650612242,0.9983095468541724
