Config_Type,Treatment_Index,Row_Spacing,Plant_Spacing,Density,True_Yield,LIE,Cum_LIE,Peak_LIE,HI,Overlap_Ratio,Competition_Factor,Base_Score_No_Competition,Yield_Score,LIE_Trajectory
Virtual_2D_response_surface,,68.70063244428405,7.036203631645598,20.687159608979997,,0.4172761426978818,47.98675641025641,0.6405641025641026,0.20800042091910687,0.7778359989046288,0.08349342495681196,17.96627795737677,1.5000660803874624,"[0.03569230769230769, 0.08223076923076923, 0.14217948717948717, 0.17046153846153847, 0.2956923076923077, 0.38274358974358974, 0.4406923076923077, 0.41615384615384615, 0.6405641025641026, 0.20056410256410256]"
Virtual_2D_response_surface,,31.835944577723076,16.62646501501878,18.89219141480283,,0.5077542920847268,58.391743589743584,0.782,0.27989292697688356,0.509479772252456,0.22644933667108474,29.41818484431062,6.661728444061498,"[0.033846153846153845, 0.0858974358974359, 0.15656410256410255, 0.1823846153846154, 0.35328205128205126, 0.4513333333333333, 0.566974358974359, 0.5332820512820513, 0.782, 0.19197435897435897]"
Virtual_2D_response_surface,,16.47954844002767,27.0742885346922,22.41287865016374,,0.5365462653288741,61.70282051282052,0.8174102564102564,0.24542588156905557,0.5134846330470227,0.16933638800501383,27.258244415381128,4.61581265265848,"[0.04394871794871795, 0.10512820512820513, 0.18835897435897436, 0.21317948717948718, 0.3801538461538462, 0.48415384615384616, 0.607025641025641, 0.5517179487179488, 0.8174102564102564, 0.225]"
Virtual_2D_response_surface,,69.84158913395578,6.324597957890379,22.638777129412823,,0.4339459308807135,49.90378205128205,0.6636923076923077,0.1972278989256517,0.7985502629783547,0.061446222557701435,17.716352548352415,1.0886029415967635,"[0.039, 0.08638461538461538, 0.14543589743589744, 0.1808974358974359, 0.3048717948717949, 0.38743589743589746, 0.45379487179487177, 0.4327948717948718, 0.6636923076923077, 0.22146153846153846]"
Virtual_2D_response_surface,,61.6197781225053,7.492151114972162,21.660742591679448,,0.4322307692307693,49.70653846153847,0.6438461538461538,0.19986953452359646,0.7646466273178526,0.07763336351402782,17.88268086915649,1.3882926645205769,"[0.03976923076923077, 0.08464102564102564, 0.15220512820512822, 0.18097435897435898, 0.32271794871794873, 0.40787179487179487, 0.47492307692307695, 0.44874358974358974, 0.6438461538461538, 0.20292307692307693]"
Virtual_2D_response_surface,,33.74126813794582,13.600301774520853,21.79164693333528,,0.5350666666666667,61.53266666666667,0.8042564102564103,0.24845773746759262,0.5925113361027958,0.13637038038350122,27.5188808526256,3.7527602496008012,"[0.04164102564102564, 0.09471794871794872, 0.18125641025641026, 0.20502564102564103, 0.3928974358974359, 0.48515384615384616, 0.6096923076923076, 0.5747435897435897, 0.8042564102564103, 0.20092307692307693]"
Virtual_2D_response_surface,,62.280739701264075,5.485193175863208,29.27212903985951,,0.4757896321070234,54.71580769230769,0.699076923076923,0.16363396472886577,0.8232127355243637,0.024273626201652167,16.116056182862064,0.391195123627619,"[0.053307692307692306, 0.10423076923076922, 0.16851282051282052, 0.203, 0.368974358974359, 0.445025641025641, 0.5143589743589744, 0.4880769230769231, 0.699076923076923, 0.25664102564102564]"
Virtual_2D_response_surface,,41.29672897491935,12.507538067460322,19.360319189536064,,0.4888215161649945,56.214474358974364,0.7507948717948718,0.2615480718716824,0.6228038445769059,0.15558165973181776,26.46501728376577,4.1174713138395225,"[0.03761538461538461, 0.08625641025641026, 0.16076923076923078, 0.18725641025641027, 0.3467179487179487, 0.43056410256410255, 0.5298461538461539, 0.5084358974358975, 0.7507948717948718, 0.1971794871794872]"
Virtual_2D_response_surface,,33.55062149640074,14.210965692127985,20.973738044877646,,0.5220238573021182,60.032743589743596,0.7779230769230769,0.24973694175967334,0.5756592438900133,0.15519693937836673,26.98630882118136,4.188192534166767,"[0.03964102564102564, 0.09082051282051282, 0.1717948717948718, 0.2062051282051282, 0.38353846153846155, 0.4824102564102564, 0.6044615384615385, 0.5678717948717948, 0.7779230769230769, 0.1925897435897436]"
Virtual_2D_response_surface,,61.55653020893369,7.414474326842839,21.91015765392353,,0.4322192865105909,49.70521794871795,0.6474102564102564,0.198728669623855,0.7668893042660955,0.07481261107626737,17.780133305362458,1.3301781978582699,"[0.03964102564102564, 0.086, 0.15566666666666668, 0.17843589743589744, 0.3148205128205128, 0.39694871794871794, 0.47315384615384615, 0.447974358974359, 0.6474102564102564, 0.20135897435897435]"
