Config_Type,Treatment_Index,Row_Spacing,Plant_Spacing,Density,True_Yield,LIE,Cum_LIE,Peak_LIE,HI,Overlap_Ratio,Competition_Factor,Base_Score_No_Competition,Yield_Score,LIE_Trajectory
Virtual_2D_response_surface,,64.425663396629,5.8423917842412125,26.56748376569118,,0.3152547380156076,36.254294871794876,0.4854102564102564,0.1299478469752852,0.7677283674335275,0.3722054875302656,8.48010161195436,3.156340354783664,"[0.048025641025641025, 0.08202564102564103, 0.10907692307692307, 0.20094871794871794, 0.29420512820512823, 0.4237692307692308, 0.4854102564102564, 0.45164102564102565, 0.21707692307692308]"
Virtual_2D_response_surface,,47.30969738798057,9.5730476379946,22.08002749117946,,0.3148768115942029,36.21083333333333,0.5347179487179488,0.1717989004505683,0.6342335823769975,0.5073506839244578,11.197766431917819,5.681194457659841,"[0.03923076923076923, 0.07312820512820513, 0.10407692307692308, 0.2022051282051282, 0.299974358974359, 0.44846153846153847, 0.5347179487179488, 0.4747179487179487, 0.18194871794871795]"
Virtual_2D_response_surface,,46.85136911278269,8.103923924126747,26.337973600134738,,0.35095328874024523,40.3596282051282,0.5693333333333334,0.1526006981110887,0.6862431850571757,0.41653682439445916,11.086033391291789,4.617741143939618,"[0.045743589743589746, 0.08753846153846154, 0.1227948717948718, 0.22889743589743589, 0.32982051282051283, 0.4988717948717949, 0.5693333333333334, 0.5203333333333333, 0.2148974358974359]"
Virtual_2D_response_surface,,57.33389299456653,6.892279242717708,25.306128195412292,,0.32258617614269786,37.09741025641026,0.5214102564102564,0.1454958435881982,0.7296551418262219,0.4087295794420287,9.715534200348996,3.9710262077632916,"[0.04628205128205128, 0.08217948717948718, 0.11143589743589744, 0.20238461538461539, 0.2977179487179487, 0.4388717948717949, 0.5214102564102564, 0.4633589743589744, 0.21805128205128205]"
Virtual_2D_response_surface,,50.1031731937351,6.633156574582433,30.08946868718793,,0.36142775919732434,41.5641923076923,0.575076923076923,0.1354193725411691,0.7390092846234609,0.3404608163152155,10.131474316478721,3.449370016264986,"[0.05343589743589744, 0.09894871794871794, 0.1325897435897436, 0.2414102564102564, 0.3434871794871795, 0.5004102564102564, 0.575076923076923, 0.5306153846153846, 0.22666666666666666]"
Virtual_2D_response_surface,,33.41949105071062,12.08285538969852,24.76455853992358,,0.3708164994425864,42.643897435897436,0.6359743589743589,0.18316139365308892,0.5466635882389088,0.51893720743747,14.059288233285047,7.295887774339423,"[0.046461538461538464, 0.0845897435897436, 0.12038461538461538, 0.24784615384615385, 0.36466666666666664, 0.5375384615384615, 0.6359743589743589, 0.5655128205128205, 0.2026153846153846]"
Virtual_2D_response_surface,,55.11519212964856,6.716497289377709,27.013809349548513,,0.3384476031215162,38.921474358974365,0.5286153846153846,0.1384494919427595,0.7359978459170953,0.3816012565088921,9.699585031193655,3.70137383551834,"[0.04756410256410257, 0.08469230769230769, 0.11735897435897436, 0.2145897435897436, 0.31074358974358973, 0.4634615384615385, 0.5286153846153846, 0.49015384615384616, 0.22676923076923078]"
Virtual_2D_response_surface,,53.36387758285006,6.800748804677287,27.554712682073763,,0.3435702341137124,39.510576923076925,0.5492307692307692,0.14089998141880156,0.7329563044377855,0.375833868252114,10.020671197753803,3.766107618734356,"[0.050743589743589744, 0.09261538461538461, 0.1211025641025641, 0.22553846153846155, 0.3274102564102564, 0.4683846153846154, 0.5492307692307692, 0.49825641025641026, 0.22384615384615383]"
Virtual_2D_response_surface,,33.52777511662795,13.755537695430302,21.682916321222002,,0.34337313266443703,39.48791025641026,0.587974358974359,0.19466508847007435,0.48903680147634254,0.5982180549720824,13.83645157841243,8.277215150953282,"[0.041025641025641026, 0.07512820512820513, 0.10602564102564102, 0.2188974358974359, 0.3273589743589744, 0.5042820512820513, 0.587974358974359, 0.5332051282051282, 0.18058974358974358]"
Virtual_2D_response_surface,,48.025192662911856,9.506818483857389,21.902600527215007,,0.31075239687848377,35.736525641025636,0.5292564102564102,0.17139332427175577,0.6365650746853764,0.5088639439300078,11.0250034695688,5.610226747366799,"[0.03976923076923077, 0.07476923076923077, 0.1018974358974359, 0.19812820512820511, 0.29407692307692307, 0.45294871794871794, 0.5292564102564102, 0.46735897435897433, 0.17958974358974358]"
