Config_Type,Treatment_Index,Row_Spacing,Plant_Spacing,Density,True_Yield,LIE,Cum_LIE,Peak_LIE,HI,Overlap_Ratio,Competition_Factor,Base_Score_No_Competition,Yield_Score,LIE_Trajectory
Virtual_2D_response_surface,,69.19403441488888,5.010329201781111,28.84463745987961,,0.2630707915273133,30.25314102564103,0.49053846153846153,0.1768027555370861,0.7687940359930606,0.049860023831286904,9.627909654573722,0.48004780482252307,"[0.05143589743589744, 0.09923076923076923, 0.15164102564102563, 0.21805128205128205, 0.32705128205128203, 0.44476923076923075, 0.49053846153846153, 0.4229230769230769, 0.16187179487179487, 0.1687179487179487]"
Virtual_2D_response_surface,,72.01535576605366,5.120298024657628,27.119373339999143,,0.25302240802675585,29.097576923076925,0.47094871794871795,0.17888834196308986,0.7641410470685748,0.06068105246248075,9.369391123642854,0.5685445143152735,"[0.050102564102564105, 0.09841025641025641, 0.14856410256410257, 0.20907692307692308, 0.30856410256410255, 0.4248717948717949, 0.47094871794871795, 0.41187179487179487, 0.15225641025641026, 0.16297435897435897]"
Virtual_2D_response_surface,,27.097526492435364,13.031769394125467,28.31828604008244,,0.34775830546265335,39.992205128205136,0.7284102564102564,0.23044378650645317,0.4425135808330691,0.18370099135190063,16.588719324875495,3.04736418523806,"[0.05556410256410257, 0.11446153846153846, 0.19087179487179487, 0.3116153846153846, 0.4566153846153846, 0.6222307692307693, 0.7284102564102564, 0.6336666666666667, 0.15712820512820513, 0.1676923076923077]"
Virtual_2D_response_surface,,57.58963281253805,6.580846934478555,26.386020829239154,,0.2722569676700111,31.30955128205128,0.531,0.19529570183078784,0.7029889360611734,0.08141730379377615,11.006317424943447,0.8961046894373527,"[0.04971794871794872, 0.09620512820512821, 0.14894871794871795, 0.22807692307692307, 0.3395128205128205, 0.47333333333333333, 0.531, 0.46, 0.15161538461538462, 0.161]"
Virtual_2D_response_surface,,43.794775208955826,7.641715784345005,29.880428238572712,,0.3122083612040134,35.903961538461544,0.6209743589743589,0.1993067577007038,0.6592106798427924,0.0697070423491605,12.88062389311478,0.8978701952009606,"[0.05894871794871795, 0.1161025641025641, 0.1901025641025641, 0.28182051282051285, 0.4096666666666667, 0.562, 0.6209743589743589, 0.5355384615384615, 0.1594871794871795, 0.171]"
Virtual_2D_response_surface,,20.07917455674117,17.790407959866844,27.99421137900107,,0.35054459308807134,40.312628205128206,0.7551794871794871,0.23857458184390012,0.25660538438012664,0.3785780607608881,17.311623150720735,6.553800721023152,"[0.05415384615384616, 0.11982051282051281, 0.18876923076923077, 0.31, 0.4735384615384615, 0.653051282051282, 0.7551794871794871, 0.6566410256410257, 0.14097435897435898, 0.15753846153846154]"
Virtual_2D_response_surface,,70.30355126130142,5.103189026802912,27.87283099578133,,0.260276254180602,29.93176923076923,0.483974358974359,0.1788760825484107,0.7648644656187286,0.05598330867157978,9.6373397227375,0.5395301644708906,"[0.0497948717948718, 0.09812820512820512, 0.14687179487179486, 0.21774358974358973, 0.3112820512820513, 0.43448717948717946, 0.483974358974359, 0.41923076923076924, 0.16192307692307692, 0.16848717948717948]"
Virtual_2D_response_surface,,34.88324302156802,11.475684642155828,24.980696403471523,,0.30491204013377926,35.064884615384614,0.6447435897435897,0.23100815428123284,0.504269939654773,0.18207408411589698,14.580493695151915,2.6547300355023955,"[0.04958974358974359, 0.09925641025641026, 0.1701025641025641, 0.27076923076923076, 0.40412820512820513, 0.5587692307692308, 0.6447435897435897, 0.5526666666666666, 0.13692307692307693, 0.1476923076923077]"
Virtual_2D_response_surface,,58.19936019042561,5.078027831245623,33.836599651378805,,0.3059547380156076,35.18479487179487,0.5636923076923077,0.17480222678548218,0.7659286847020358,0.030065895478994242,11.070684886644283,0.33285005468272827,"[0.06264102564102564, 0.11448717948717949, 0.17492307692307693, 0.2547948717948718, 0.377974358974359, 0.5126410256410256, 0.5636923076923077, 0.4888974358974359, 0.1925128205128205, 0.19574358974358974]"
Virtual_2D_response_surface,,27.835204597150213,12.836550312139742,27.987058450341195,,0.33998651059085844,39.09844871794872,0.7055384615384616,0.22714091536246003,0.4502315023930617,0.18198446334889332,15.985543375884733,2.9091205326008396,"[0.05251282051282051, 0.11858974358974358, 0.1885128205128205, 0.309, 0.44964102564102565, 0.6193589743589744, 0.7055384615384616, 0.6252051282051282, 0.14858974358974358, 0.15879487179487178]"
