Config_Type,Treatment_Index,Row_Spacing,Plant_Spacing,Density,True_Yield,LIE,Cum_LIE,Peak_LIE,HI,Overlap_Ratio,Competition_Factor,Base_Score_No_Competition,Yield_Score,LIE_Trajectory
Virtual_2D_response_surface,,46.45883198181646,13.00888429127368,16.545948267560394,,0.4642372352285396,53.38728205128206,0.7144615384615385,0.23734787036758534,0.5978967696943,0.5047773182873206,22.808443859253735,11.513185125581007,"[0.02864102564102564, 0.07728205128205128, 0.12676923076923077, 0.21192307692307694, 0.2694358974358974, 0.46066666666666667, 0.5550512820512821, 0.48794871794871797, 0.7144615384615385, 0.15802564102564104]"
Virtual_2D_response_surface,,58.80536329190502,9.52298999142881,17.85705082728722,,0.4429432552954292,50.93847435897436,0.6806153846153846,0.20679696918099785,0.6982084028375599,0.4224877616265269,18.961059801851764,8.01081571375107,"[0.029384615384615384, 0.07771794871794872, 0.12905128205128205, 0.2093076923076923, 0.2602051282051282, 0.4451282051282051, 0.5268205128205128, 0.454, 0.6806153846153846, 0.17102564102564102]"
Virtual_2D_response_surface,,46.853180644347496,10.971992732057286,19.452499386589235,,0.49331906354515054,56.73169230769231,0.7471538461538462,0.20853283872904743,0.6562321327024678,0.41389315692099987,21.294757517086694,8.813754414614206,"[0.033025641025641025, 0.08476923076923076, 0.144, 0.23435897435897435, 0.30343589743589744, 0.4939230769230769, 0.5996666666666667, 0.5185128205128205, 0.7471538461538462, 0.18228205128205127]"
Virtual_2D_response_surface,,22.82277396642554,26.461207234743945,16.558535247783105,,0.5151111482720178,59.23778205128204,0.8004615384615384,0.2694721506657314,0.324546834125303,0.689788236583172,28.733278554048297,19.819877545050048,"[0.02846153846153846, 0.08023076923076923, 0.1336153846153846, 0.21907692307692309, 0.2904102564102564, 0.5015897435897436, 0.6458461538461538, 0.5405128205128205, 0.8004615384615384, 0.16028205128205128]"
Virtual_2D_response_surface,,28.266088572605188,19.947671936371446,17.735444083984408,,0.5352188405797101,61.55016666666667,0.8178205128205128,0.2555262783097987,0.40356240845749575,0.6098099761456562,28.309833031826088,17.26361860582538,"[0.03169230769230769, 0.08387179487179487, 0.14051282051282052, 0.23374358974358975, 0.31751282051282054, 0.521948717948718, 0.6726410256410257, 0.5764615384615385, 0.8178205128205128, 0.1621794871794872]"
Virtual_2D_response_surface,,71.12466002707828,8.841384499963349,15.902284488819824,,0.39529977703455965,45.45947435897436,0.6165897435897436,0.21068929922358914,0.7181133930617776,0.45422969799460183,17.24008463237705,7.8309584359660045,"[0.027641025641025642, 0.06987179487179487, 0.1127948717948718, 0.17515384615384616, 0.22441025641025641, 0.38856410256410256, 0.4551282051282051, 0.4016153846153846, 0.6165897435897436, 0.15107692307692308]"
Virtual_2D_response_surface,,74.81937059610422,7.4237489871945606,18.003737431254937,,0.40068762541806024,46.079076923076926,0.6221282051282051,0.18630920623059594,0.7598919709499737,0.38851804817176866,15.45292124167866,6.0037387993690565,"[0.03248717948717949, 0.07894871794871795, 0.12458974358974359, 0.19076923076923077, 0.23887179487179488, 0.39471794871794874, 0.46415384615384614, 0.3924102564102564, 0.6221282051282051, 0.17623076923076922]"
Virtual_2D_response_surface,,55.66067816762235,9.437898894607578,19.036021471145204,,0.45757123745819395,52.6206923076923,0.695,0.19744129741099922,0.7006874100290942,0.39782594366941654,18.70109596781236,7.4397811510472724,"[0.03453846153846154, 0.0823076923076923, 0.14148717948717948, 0.22415384615384615, 0.27315384615384614, 0.4674102564102564, 0.5453846153846154, 0.4746153846153846, 0.695, 0.1753846153846154]"
Virtual_2D_response_surface,,62.8964893396231,8.246604015980395,19.27961927832673,,0.43084180602006683,49.54680769230769,0.6431025641025641,0.17963390225449502,0.7355759373180661,0.37530419282846855,16.02051553804007,6.012566652700067,"[0.034102564102564105, 0.08156410256410257, 0.1386153846153846, 0.21207692307692308, 0.2661282051282051, 0.44771794871794873, 0.5224102564102564, 0.45453846153846156, 0.6431025641025641, 0.16674358974358974]"
Virtual_2D_response_surface,,30.726833175312613,20.85570804923827,15.60476593439613,,0.494541806020067,56.8723076923077,0.7683076923076924,0.2750780653773857,0.378526222588509,0.6648530875793135,28.159783872385347,18.722119253121555,"[0.02653846153846154, 0.07546153846153845, 0.12135897435897436, 0.19887179487179488, 0.2743076923076923, 0.4803076923076923, 0.6192307692307693, 0.5271282051282051, 0.7683076923076924, 0.14594871794871794]"
Virtual_2D_response_surface,,57.494058298516094,10.235847079450535,16.992342217036732,,0.44022318840579716,50.625666666666675,0.683,0.2191732723893057,0.6775030212005535,0.45132858070754434,19.97242745440235,9.014127336279806,"[0.030794871794871795, 0.07558974358974359, 0.12812820512820514, 0.1983076923076923, 0.2613333333333333, 0.4351025641025641, 0.5187948717948718, 0.45082051282051283, 0.683, 0.1585897435897436]"
Virtual_2D_response_surface,,42.891225344611726,12.015969097707064,19.403172451505224,,0.49679163879598665,57.131038461538466,0.7355384615384616,0.2055831545541256,0.6262432883192793,0.43184010807197765,21.141322397777085,9.129670949040579,"[0.03430769230769231, 0.09364102564102564, 0.1493076923076923, 0.24228205128205127, 0.31174358974358973, 0.5055128205128205, 0.6099230769230769, 0.5422307692307692, 0.7355384615384616, 0.1723846153846154]"
Virtual_2D_response_surface,,53.403463646716176,11.244130420730812,16.65346851080558,,0.43885484949832776,50.46830769230769,0.6747179487179488,0.22110349400632068,0.648395521945775,0.4741668138230341,20.085694501239544,9.523969765075591,"[0.028538461538461537, 0.07528205128205129, 0.12892307692307692, 0.2123846153846154, 0.26569230769230767, 0.44487179487179485, 0.5380769230769231, 0.4530769230769231, 0.6747179487179488, 0.14743589743589744]"
Virtual_2D_response_surface,,52.229933879962765,10.492233077320925,18.247887482503923,,0.45455618729096986,52.273961538461535,0.691,0.20534392286183992,0.670082427104778,0.4295637293920207,19.321452586505938,8.299795230330595,"[0.03225641025641025, 0.07887179487179487, 0.1412820512820513, 0.22235897435897437, 0.2791025641025641, 0.4706153846153846, 0.5478205128205128, 0.476, 0.691, 0.15515384615384614]"
Virtual_2D_response_surface,,58.344459312757074,9.502464443737416,18.03699260572033,,0.444979375696767,51.172628205128206,0.6758974358974359,0.20303392571665285,0.6988062349503066,0.41852356854052714,18.70160326870661,7.827061737448277,"[0.033615384615384616, 0.079, 0.13343589743589743, 0.21110256410256412, 0.2643846153846154, 0.43953846153846154, 0.5306666666666666, 0.4655128205128205, 0.6758974358974359, 0.17148717948717948]"
Virtual_2D_response_surface,,26.129253780245318,20.237686590656676,18.910896906401096,,0.5515061315496098,63.423205128205126,0.8302820512820512,0.2418154212660854,0.3955576805451149,0.5963496135024514,27.606076319020087,16.462872943166804,"[0.03338461538461539, 0.08902564102564102, 0.1434102564102564, 0.241, 0.3322307692307692, 0.5516923076923077, 0.6978205128205128, 0.6025641025641025, 0.8302820512820512, 0.1747948717948718]"
Virtual_2D_response_surface,,67.51294895951222,7.417428422898166,19.969149001688614,,0.4287554069119287,49.3068717948718,0.645,0.17385366778881012,0.7600795051443066,0.35032902046308456,15.42992491571597,5.405550481541718,"[0.036, 0.08443589743589744, 0.14125641025641025, 0.21066666666666667, 0.2651282051282051, 0.4306153846153846, 0.511051282051282, 0.4411794871794872, 0.645, 0.18276923076923077]"
Virtual_2D_response_surface,,56.48941617362948,8.64075013714866,20.48714620821432,,0.46956477146042364,53.99994871794872,0.7104102564102565,0.18698623884877055,0.7239938733462861,0.35879582577975666,18.175045155832297,6.5211303352712156,"[0.03397435897435897, 0.09130769230769231, 0.15033333333333335, 0.22628205128205128, 0.2866666666666667, 0.4756923076923077, 0.5557435897435897, 0.48725641025641026, 0.7104102564102565, 0.18535897435897436]"
Virtual_2D_response_surface,,41.89235451037665,14.478418784469806,16.487093300375996,,0.48298550724637673,55.54333333333332,0.7433076923076923,0.24912432586300537,0.5562258890627712,0.5306094831131041,24.906951851131545,13.21586484765188,"[0.030615384615384614, 0.07874358974358975, 0.12584615384615386, 0.21046153846153845, 0.27589743589743587, 0.47305128205128205, 0.5875128205128205, 0.5139230769230769, 0.7433076923076923, 0.15633333333333332]"
Virtual_2D_response_surface,,51.74828239849438,10.93425844983597,17.673181009285447,,0.45499052396878487,52.32391025641026,0.6874871794871795,0.2114388548934425,0.6573198614137634,0.44807891451749055,19.913953802692745,8.923022803662018,"[0.030358974358974358, 0.07853846153846154, 0.13453846153846155, 0.2133076923076923, 0.27676923076923077, 0.4601794871794872, 0.5561794871794872, 0.48415384615384616, 0.6874871794871795, 0.15817948717948718]"
Virtual_2D_response_surface,,42.18102451036188,10.263925312248817,23.097734926647973,,0.5456794871794872,62.75314102564103,0.8079487179487179,0.18869910067806278,0.6766896918164645,0.3395588227025021,21.314630297271794,7.237570770080692,"[0.044384615384615383, 0.10733333333333334, 0.17694871794871794, 0.2815128205128205, 0.3421025641025641, 0.5568205128205128, 0.6536666666666666, 0.5803846153846154, 0.8079487179487179, 0.21743589743589745]"
Virtual_2D_response_surface,,51.605648953032414,11.399983467162308,16.998027781891036,,0.4454080267558528,51.22192307692307,0.6778717948717948,0.2172814111775743,0.6439137540977139,0.4693669740708057,20.033229112889405,9.40293612958407,"[0.030358974358974358, 0.0767948717948718, 0.13156410256410256, 0.21556410256410258, 0.2678974358974359, 0.4513076923076923, 0.5356923076923077, 0.47215384615384615, 0.6778717948717948, 0.14661538461538462]"
Virtual_2D_response_surface,,67.67260849246304,8.50420801934808,17.376136043820356,,0.41039453734671133,47.195371794871804,0.6269230769230769,0.194965294360815,0.728001642950932,0.4172098952472006,16.56262719801952,6.910091958304159,"[0.030717948717948716, 0.07658974358974359, 0.12884615384615383, 0.19587179487179487, 0.25, 0.416, 0.4862051282051282, 0.4186666666666667, 0.6269230769230769, 0.1631025641025641]"
Virtual_2D_response_surface,,24.260008991262495,22.209185093453343,18.55993363369466,,0.5504477146042365,63.30148717948719,0.8371282051282052,0.24924760393187886,0.34134855118728386,0.6454503137903028,28.399939208661117,18.33074967385584,"[0.033025641025641025, 0.0861025641025641, 0.1402051282051282, 0.23343589743589743, 0.3231282051282051, 0.5587435897435897, 0.6892051282051282, 0.5956410256410256, 0.8371282051282052, 0.17148717948717948]"
Virtual_2D_response_surface,,56.45804367294697,10.85732278197566,16.313660697507373,,0.43259219620958755,49.74810256410257,0.6697179487179488,0.22435163795298654,0.6595384612327934,0.47543159921603284,20.089922931557243,9.551384187477112,"[0.028, 0.07538461538461538, 0.12194871794871795, 0.1975897435897436, 0.24825641025641026, 0.4317692307692308, 0.5188974358974359, 0.44758974358974357, 0.6697179487179488, 0.14856410256410257]"
Virtual_2D_response_surface,,69.89367640927244,7.618107897352864,18.78083925686357,,0.4202810479375696,48.3323205128205,0.6466153846153846,0.18560208042376908,0.7541310545804438,0.37578196358414734,16.14704262999821,6.067767385577662,"[0.03274358974358974, 0.08058974358974359, 0.1296153846153846, 0.20041025641025642, 0.255025641025641, 0.4148205128205128, 0.4907948717948718, 0.4227435897435897, 0.6466153846153846, 0.1742820512820513]"
Virtual_2D_response_surface,,52.622050228024705,11.282074609204537,16.84392378957053,,0.44392285395763653,51.0511282051282,0.6761025641025641,0.21884076169624703,0.6473039698284421,0.4707353155046625,20.109722007353426,9.46635633384257,"[0.029615384615384616, 0.07782051282051282, 0.12833333333333333, 0.21235897435897436, 0.2602564102564103, 0.441, 0.5388461538461539, 0.472, 0.6761025641025641, 0.147]"
Virtual_2D_response_surface,,46.16823273413986,9.98394950193072,21.69473620316222,,0.510738127090301,58.734884615384615,0.7611538461538462,0.1892940152504129,0.684807018449358,0.3581978029777381,20.012691859408545,7.168502255710606,"[0.03664102564102564, 0.09748717948717948, 0.16225641025641024, 0.25556410256410256, 0.3204871794871795, 0.5209230769230769, 0.6205641025641025, 0.5432564102564102, 0.7611538461538462, 0.19115384615384615]"
