Variety,Candidate_Type,Row_Spacing_cm,Plant_Spacing_cm,Density_plants_m2,RF_Surrogate_R2_against_YieldScore
DN252,Virtual_2D_response_surface,27.727272727272727,25.01010101010101,14.42040308270876,0.9987780507617217
DN252,Best_on_measured_50cm_transect,50.0,24.92153589315526,8.02518756698821,0.9987780507617217
